Id,Name,RatingDist1,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating,RatingDist2,RatingDist5,ISBN,RatingDist3
33376,"Self: Origins, Journeys and Destinations",1:0,50,4:0,total:0,24,10,PublishAmerica,0,2005,,Bill M. Heberer,0.0,2:0,5:0,1413796672,3:0
33378,"National Geographic Destinations, Great Journeys of the World (NG Destinations)",1:0,200,4:0,total:2,1,4,National Geographic,1,1998,,National Geographic Society,2.5,2:1,5:0,0792273583,3:1
33383,Michael Alder: Das Haus Als Typ,1:0,176,4:0,total:0,5,5,Birkhauser,0,2006,,Ulrike Zophoniasson,0.0,2:0,5:0,3764375027,3:0
33389,Wenn der Herr nicht das Haus baut ... Briefe an Kirchenälteste zum Gemeindeaufbau,1:0,127,4:0,total:0,19,2,Vandenhoeck and Ruprecht,0,2007,,Christian Möller,0.0,2:0,5:0,3525603851,3:0
33401,Das Haus Der Laune Im Laxenburger Park Bei Wien: Studien Zu Phänomenen Der Frühromantik,1:0,582,4:0,total:0,1,8,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",0,1996,,Annedore Brock,0.0,2:0,5:0,3631302436,3:0
33408,The Gardener's Year,1:6,208,4:266,total:736,1,5,Bloomsbury Academic,52,2005,,Karel Čapek,4.07,2:28,5:282,0826486258,3:154
33409,Tales from Two Pockets,1:4,365,4:541,total:1405,1,6,Catbird Press,33,1994,,Karel Čapek,4.1,2:59,5:538,,3:263
33410,R.U.R. (Rossum's Universal Robots),1:68,100,4:3155,total:7716,1,6,Kessinger Publishing,2,2004,,Karel Čapek,3.87,2:417,5:2069,1419143751,3:2007
33411,War with the Newts,1:94,348,4:3434,total:9255,7,10,Northwestern University Press,23,1996,eng,Karel Čapek,4.17,2:327,5:3970,0810114682,3:1430
33413,Apocryphal Tales,1:2,190,4:208,total:524,1,4,Catbird Press,19,1997,,Karel Čapek,4.06,2:15,5:184,0945774346,3:115
33414,Toward the Radical Center: A Karel Capek Reader,1:0,416,4:26,total:80,1,3,Catbird Press,0,1990,,Peter Kussi,4.1,2:0,5:31,0945774060,3:23
33415,Karel Capek: Life and Work,1:0,266,4:2,total:14,1,7,Catbird Press,0,2002,,Ivan Klíma,3.29,2:4,5:3,0945774532,3:5
33417,Crossroads,1:0,224,4:30,total:76,1,7,Catbird Press,3,2002,,Karel Čapek,3.83,2:3,5:18,0945774540,3:25
33418,"Parallel Worlds: A Journey through Creation, Higher Dimensions, and the Future of the Cosmos",1:202,361,4:6132,total:16495,14,2,Anchor,456,2006,eng,Michio Kaku,4.18,2:499,5:7150,1400033721,3:2512
33419,Parallel Worlds: An Anthropologist and a Writer Encounter Africa,1:0,343,4:41,total:94,1,11,University of Chicago Press,13,1994,,Alma Gottlieb,3.9,2:4,5:24,0226305066,3:25
33421,The Parallel Worlds of Classical Art and Text,1:0,270,4:0,total:1,8,9,Cambridge University Press,0,2003,,Jocelyn Penny Small,5.0,2:0,5:1,0521815223,3:0
33422,Parallel Worlds,1:0,140,4:0,total:0,17,5,Olea Castillo,0,2006,,Ricardo Olea,0.0,2:0,5:0,0977341607,3:0
33424,"Parallel Corpora, Parallel Worlds: Selected Papers from a Symposium on Parallel and Comparable Corpora at Uppsala University, Sweden, 22-23 April, 1999",1:0,220,4:0,total:0,1,1,Brill/Rodopi,0,2002,,Lars Borin,0.0,2:0,5:0,9042015306,3:0
33425,Parallel Worlds: Poems In Shetlandic And English,1:0,128,4:0,total:0,1,10,Luath Press Ltd,0,2005,,Christine De Luca,0.0,2:0,5:0,1905222130,3:0
33427,Star Wars: The Stark Hyperspace War  (2nd printing),1:1,96,4:41,total:146,9,1,Dark Horse Books,16,2007,,John Ostrander,3.5,2:18,5:26,1569719853,3:60
33428,Surfing Through Hyperspace: Understanding Higher Universes in Six Easy Lessons,1:9,272,4:60,total:191,17,5,"Oxford University Press, USA",2,2001,,Clifford A. Pickover,3.62,2:18,5:47,0195142411,3:57
33429,The Metaphysics of Hyperspace,1:1,236,4:1,total:4,1,3,Clarendon Press,0,2006,,Hud Hudson,3.75,2:0,5:2,0199282579,3:0
33430,Hyperspace: The Universe and Its Mysteries,1:0,240,4:6,total:13,1,8,,1,2001,,John Gribbin,4.23,2:0,5:5,0789478382,3:2
33431,Portals and Corridors: A Guide to Hyperspace Travel,1:0,286,4:3,total:7,23,4,Frog Books,1,1999,,Gary L. Whitney,4.29,2:0,5:3,1883319765,3:1
33432,"Cosmic Catastrophes: Supernovae, Gamma-Ray Bursts, and Adventures in Hyperspace",1:0,304,4:7,total:10,3,7,Cambridge University Press,0,2000,,J. Craig Wheeler,4.1,2:0,5:2,0521651956,3:1
33434,The Architects of Hyperspace,1:1,272,4:9,total:45,1,8,Backinprint.com,3,2000,,Thomas R. McDonough,3.47,2:8,5:11,0595007309,3:16
33435,Hyperspaces (Pure and Applied Mathematics),1:0,544,4:0,total:0,4,1,CRC Press,0,1999,,Alejandro Illanes,0.0,2:0,5:0,0824719824,3:0
33436,"Key Lime Pie Murder (Hannah Swensen, #9)",1:115,342,4:4301,total:11836,31,7,Kensington Publishing Corporation,535,2007,eng,Joanne Fluke,3.85,2:616,5:3286,0758210183,3:3518
33437,"Cherry Cheesecake Murder (Hannah Swensen, #8)",1:105,382,4:5016,total:13792,1,2,Kensington Publishing Corporation,540,2007,eng,Joanne Fluke,3.91,2:622,5:4215,0758202954,3:3834
33438,"Peach Cobbler Murder (Hannah Swensen, #7)",1:86,384,4:4943,total:13279,1,2,Kensington,560,2006,eng,Joanne Fluke,3.92,2:550,5:4015,0758201559,3:3685
33439,"Strawberry Shortcake Murder (Hannah Swensen, #2)",1:106,320,4:6589,total:17599,2,2,Kensington,902,2002,eng,Joanne Fluke,3.85,2:798,5:4659,1575667215,3:5447
33440,"Lemon Meringue Pie Murder (Hannah Swensen, #4)",1:91,352,4:5541,total:14568,1,2,Kensington,644,2004,eng,Joanne Fluke,3.87,2:595,5:3982,0758215045,3:4359
33441,"Fluke: Or, I Know Why the Winged Whale Sings",1:604,321,4:13803,total:37284,15,6,Harper,1961,2004,eng,Christopher Moore,3.75,2:2771,5:9086,006056668X,3:11020
33442,"Sugar Cookie Murder (Hannah Swensen, #6)",1:159,380,4:4357,total:13012,1,10,Kensington Publishing Corporation,705,2005,eng,Joanne Fluke,3.75,2:949,5:3304,0758206828,3:4243
33443,"Chocolate Chip Cookie Murder (Hannah Swensen, #1)",1:1509,436,4:13984,total:43774,1,9,Kensington,1981,2006,eng,Joanne Fluke,3.71,2:3574,5:11858,0758213506,3:12849
33444,"Fudge Cupcake Murder (Hannah Swensen, #5)",1:123,304,4:5781,total:15654,1,8,Kensington,0,2005,,Joanne Fluke,3.92,2:601,5:4710,0758213646,3:4439
33445,"Blueberry Muffin Murder (Hannah Swensen, #3)",1:90,310,4:6149,total:16326,1,2,Kensington,702,2003,eng,Joanne Fluke,3.87,2:664,5:4462,1575667223,3:4961
33446,The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,1:4,144,4:59,total:170,1,1,Chalice Press,21,1993,eng,Eric H.F. Law,3.77,2:12,5:46,082724231X,3:49
33447,Focus: The Future of Your Company Depends on It,1:9,320,4:189,total:539,27,9,Harper Business,31,2005,eng,Al Ries,4.06,2:19,5:209,0060799900,3:113
33448,Positioning: The Battle for Your Mind,1:387,246,4:4766,total:14472,18,1,McGraw-Hill Education,9,2001,en-US,Al Ries,4.04,2:718,5:5882,0071359168,3:2719
33449,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,1:287,143,4:5350,total:15384,27,4,Harper Business,476,1994,en-US,Al Ries,4.05,2:752,5:6075,0887306667,3:2920
33450,The 11 Immutable Laws of Internet Branding,1:20,175,4:46,total:213,1,1,Collins Publishers,15,2000,,Al Ries,3.29,2:29,5:42,0060196211,3:76
33451,Horse Sense: How to Pull Ahead on the Business Track,1:0,240,4:25,total:62,1,3,Plume,5,1992,eng,Al Ries,3.8200000000000003,2:6,5:16,0452267641,3:15
33452,The 22 Immutable Laws of Branding: How to Build a Product or Service into a World-Class Brand,1:32,272,4:884,total:2498,17,9,Harper Business,23,2002,,Al Ries,3.96,2:141,5:855,0060007737,3:586
33453,"You Suck (A Love Story, #2)",1:689,328,4:18377,total:45299,16,1,William Morrow,2414,2007,eng,Christopher Moore,3.83,2:2508,5:11565,0060590297,3:12160
33454,"Bloodsucking Fiends (A Love Story, #1)",1:715,300,4:23513,total:58030,1,6,HarperCollins,1876,2004,eng,Christopher Moore,3.94,2:2536,5:17569,0060735414,3:13697
33455,Island of the Sequined Love Nun,1:362,325,4:11402,total:29264,25,5,Harper Perennial,1257,2004,eng,Christopher Moore,3.8,2:1756,5:7217,0060735449,3:8527
33456,"A Dirty Job (Grim Reaper, #1)",1:1805,387,4:37330,total:99919,21,3,William Morrow,5509,2006,en-US,Christopher Moore,4.07,2:4196,5:38663,0060590270,3:17925
33457,"Practical Demonkeeping (Pine Cove, #1)",1:475,256,4:15783,total:40546,25,5,Perennial / William Morrow / HarperCollins,1364,2004,eng,Christopher Moore,3.83,2:2113,5:10399,0060735422,3:11776
33458,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)",1:254,304,4:12295,total:31039,25,5,William Morrow Paperbacks,1209,2004,en-US,Christopher Moore,3.87,2:1543,5:8341,0060735457,3:8606
33460,Among the Thugs,1:61,320,4:2599,total:6300,1,6,Vintage,535,1993,,Bill Buford,4.09,2:205,5:2296,0679745351,3:1139
33461,Buford the Little Bighorn,1:2,48,4:219,total:638,23,3,HMH Books for Young Readers,32,1983,,Bill Peet,4.15,2:18,5:267,0395340675,3:132
33463,Granta 31: The General,1:0,256,4:4,total:14,1,8,Penguin Books,1,1990,,Bill Buford,3.43,2:2,5:2,014013431X,3:6
33464,Granta 7,1:0,320,4:16,total:34,1,4,Granta Books,1,2013,eng,Bill Buford,3.9699999999999998,2:3,5:10,0140140824,3:5
33466,Evil Among Us: The Texas Mormon Missionary Murders,1:2,290,4:11,total:43,1,9,Signature Books,12,2000,,Ken Driggs,3.5300000000000002,2:4,5:10,1560851384,3:16
33468,The Evil Among Us,1:0,190,4:0,total:2,1,1,Backinprint.com,0,2001,,Jeanne Williams,3.0,2:0,5:0,0595160468,3:2
33470,Evil Angels Among Them,1:3,384,4:54,total:141,1,10,Mysterious Press,14,1996,,Kate Charles,3.7199999999999998,2:6,5:30,0892966394,3:48
33472,"The Contract With God Trilogy: Life on Dropsie Avenue (The Contract With God Trilogy, #1-3)",1:25,498,4:1216,total:3420,17,12,W.W. Norton & Company,236,2005,eng,Will Eisner,4.25,2:98,5:1602,,3:479
33473,"Will Eisner's New York: Life in the Big City (The New York Tetralogy, #1-4)",1:6,421,4:532,total:1520,17,10,W. W. Norton  Company,71,2006,eng,Will Eisner,4.37,2:31,5:798,039306106X,3:153
33474,Graphic Storytelling and Visual Narrative,1:52,164,4:607,total:2104,1,10,Poorhouse Press,30,1996,en-US,Will Eisner,4.08,2:109,5:941,0961472820,3:395
33475,"Adobe InDesign Cs2, Photoshop Cs2, and Illustrator Cs2 Revealed",1:0,688,4:1,total:4,1,7,Course Technology,0,2005,,Chris Botello,4.25,2:0,5:2,1418839701,3:1
33476,Comics and Sequential Art,1:172,163,4:1643,total:5656,28,9,Poorhouse Press,80,2001,,Will Eisner,4.1,2:242,5:2578,0961472812,3:1021
33477,The Best of the Spirit,1:14,187,4:310,total:828,1,11,DC Comics,95,2005,eng,Will Eisner,3.92,2:43,5:263,1401207553,3:198
33478,The Plot: The Secret Story of the Protocols of the Elders of Zion,1:27,160,4:563,total:1500,17,5,W. W. Norton  Company,137,2006,eng,Will Eisner,3.75,2:110,5:363,0393328600,3:437
33479,The Arts and the Creation of Mind,1:0,280,4:49,total:146,10,9,Yale University Press,13,2004,,Elliot W. Eisner,4.28,2:2,5:70,0300105118,3:25
33480,Will Eisner: A Spirited Life,1:3,376,4:29,total:73,15,11,M Press,3,2005,,Bob Andelman,3.7800000000000002,2:4,5:19,1595820116,3:18
33481,Will Eisner Sketchbook,1:1,200,4:8,total:45,3,2,Dark Horse Comics,2,2004,eng,Will Eisner,4.31,2:3,5:28,1569719608,3:5
33482,"The Coming of Conan the Cimmerian (Conan the Cimmerian, #1)",1:103,496,4:4293,total:11531,22,11,Del Rey,393,2005,,Robert E. Howard,4.15,2:371,5:4801,0345483855,3:1963
33484,"The Conquering Sword of Conan (Conan the Cimmerian, #3)",1:8,416,4:1317,total:3880,29,11,Del Rey,83,2005,eng,Robert E. Howard,4.34,2:62,5:1971,0345461533,3:522
33485,"Conan, Vol. 3: The Tower of the Elephant and Other Stories",1:3,168,4:477,total:1124,4,7,Dark Horse Books,35,2006,,Kurt Busiek,4.17,2:23,5:436,1593075472,3:185
33486,"Conan, Vol. 1: The Frost Giant's Daughter and Other Stories",1:18,192,4:1061,total:2837,12,4,Dark Horse Books,114,2005,,Kurt Busiek,4.22,2:72,5:1249,1593073011,3:437
33487,"Conan, Vol. 2: The God in the Bowl and Other Stories",1:5,176,4:622,total:1474,18,10,Dark Horse Books,51,2005,,Kurt Busiek,4.17,2:24,5:567,1593074034,3:256
33488,Conan and the Demons of Khitai,1:7,90,4:44,total:134,25,7,Dark Horse Books,16,2006,eng,Akira Yoshida,3.31,2:17,5:14,159307543X,3:52
33489,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),1:48,320,4:2107,total:7497,30,3,Chaosium,39,2005,eng,Sandy Petersen,4.45,2:94,5:4492,1568821816,3:756
33490,The Call of Cthulhu and Other Weird Stories,1:334,420,4:12748,total:36008,25,7,Penguin Books,77,2002,en-GB,H.P. Lovecraft,4.22,2:1134,5:16425,0141187069,3:5367
33491,"The Keeper's Companion 2: Prohibition, Firearms, Tomes, & Creatures (Call of Cthulhu RPG)",1:0,170,4:17,total:42,1,12,Chaosium,1,2002,eng,Lynn Willis,3.71,2:3,5:8,1568821867,3:14
33492,Secrets of New York (Call of Cthulhu RPG),1:0,180,4:11,total:27,12,6,Chaosium,2,2005,eng,William    Jones,3.63,2:2,5:4,1568821808,3:10
33493,The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),1:0,208,4:32,total:66,15,9,Chaosium,1,2003,eng,Keith Herber,3.92,2:1,5:15,1568821441,3:18
33494,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),1:0,189,4:8,total:22,1,4,Chaosium,0,2006,eng,Cody Goodfellow,3.86,2:3,5:7,1568821875,3:4
33495,Call of Cthulhu D20 Roleplaying Game (Call of Cthulhu RPG),1:14,320,4:73,total:254,1,3,Wizards of the Coast,8,2002,,Monte Cook,3.63,2:24,5:70,0786926392,3:73
33496,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),1:0,242,4:19,total:48,12,10,Chaosium,0,2005,eng,Sam Johnson,4.12,2:1,5:18,1568821409,3:10
33498,Shadows of Yog-Sothoth (Call of Cthulhu RPG),1:1,180,4:27,total:71,15,8,Chaosium,2,2004,eng,Sandy Petersen,3.9,2:5,5:22,1568821743,3:16
33501,Song of Cthulhu: Tales of the Spheres Beyond Sound,1:1,211,4:16,total:45,3,12,Chaosium,4,2005,eng,Stephen Mark Rainey,3.67,2:2,5:9,1568821174,3:17
33507,"Twenty Thousand Leagues Under the Sea (Extraordinary Voyages, #6)",1:2830,394,4:69250,total:186843,1,4,Barnes & Noble,3144,2002,eng,Jules Verne,3.88,2:10920,5:56331,076072850X,3:47512
33511,"20,000 Leagues Under the Sea (Reader's Digest Best Loved Books for Young Readers)",1:2830,176,4:69250,total:186843,28,2,"Choice Publishing, Incorporated",3,1989,,Jules Verne,3.88,2:10920,5:56331,0945260296,3:47512
33512,"One Thousand White Women: The Journals of May Dodd (One Thousand White Women, #1)",1:3344,434,4:39391,total:110804,15,2,St. Martin's Griffin,7685,1999,eng,Jim Fergus,3.88,2:7660,5:36504,0312199430,3:23905
33513,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,1:71,436,4:2075,total:4990,1,3,Penguin Books,236,2007,eng,William Easterly,3.83,2:282,5:1254,0143038826,3:1308
33514,The Elements of Style,1:1151,105,4:21625,total:69299,3,9,Pearson,2563,1999,eng,William Strunk Jr.,4.19,2:2711,5:33006,0205313426,3:10806
33515,"Adios, Strunk and White: A Handbook for the New Academic Essay",1:3,252,4:34,total:79,1,8,Verve Press,8,2003,,Gary    Hoffman,3.92,2:5,5:25,0937363200,3:12
33519,Market Sentiments: Middle-Class Market Culture in Nineteenth-Century America,1:0,292,4:1,total:1,1,9,Smithsonian Books (DC),0,2004,,Elizabeth White Nelson,4.0,2:0,5:0,1588341399,3:0
33521,Charlotte's Web: A Guide for Using in the Classroom,1:0,48,4:3,total:12,1,10,Teacher Created Materials,0,1993,,Patsy Carey,3.92,2:0,5:4,1557344353,3:5
33522,Charlotte's Web: Wilbur's Prize,1:0,32,4:12,total:39,31,10,HarperCollins,3,2006,,Aleksey Ivanov,3.95,2:3,5:14,0060882832,3:10
33523,Stuart Little,1:1946,142,4:33955,total:105302,1,6,Alfaguara,4,2004,spa,E.B. White,3.89,2:6887,5:35417,1594375542,3:27097
33524,A Guide for Using Stuart Little in the Classroom,1:0,48,4:1,total:2,1,1,Teacher Created Resources,0,2000,,Lorraine Kujawa,3.5,2:0,5:0,1576906280,3:1
33525,"Stuart Little: Think Big, Vote Little!",1:0,32,4:3,total:4,16,9,HarperFestival,0,2003,,Laura Driscoll,3.75,2:0,5:0,0060007486,3:1
33526,Stuart Sets Sail,1:1,32,4:9,total:35,5,6,Turtleback Books,3,2001,,Susan  Hill,3.46,2:3,5:6,0613355784,3:16
33529,Moxy Maxwell Does Not Love Stuart Little,1:94,92,4:455,total:1567,1,12,Schwartz & Wade Books,188,2008,,Peggy Gifford,3.63,2:160,5:441,0375839151,3:417
33531,Dracula   (Case Studies in Contemporary Criticism ),1:16483,622,4:311150,total:885490,26,12,Bedford/St. Martin's,61,2001,,Bram Stoker,3.99,2:45938,5:324034,0312241704,3:187885
33534,Vlad Dracula: The Dragon Prince,1:4,288,4:58,total:187,1,12,iUniverse,14,2004,,Michael Augustyn,3.77,2:12,5:53,0595332714,3:60
33536,"Happy Hour at Casa Dracula (Casa Dracula, #1)",1:118,314,4:811,total:2448,4,7,Pocket Books,238,2006,en-US,Marta Acosta,3.59,2:248,5:562,1416520384,3:709
33538,"World War One British Poets: Brooke, Owen, Sassoon, Rosenberg and Others",1:3,71,4:201,total:528,22,4,Dover Publications,40,1997,eng,Candace Ward,4.02,2:21,5:182,0486295680,3:121
33539,World War II: A Short History,1:0,343,4:68,total:136,19,6,Routledge,6,2003,en-US,Michael J. Lyons,3.9,2:2,5:28,0130977691,3:38
33540,The Origins of the First World War,1:4,346,4:80,total:232,1,11,Routledge,16,2006,,James Joll,3.73,2:21,5:59,0582423791,3:68
33541,A Short History of World War I,1:8,352,4:193,total:488,1,2,William Morrow Paperbacks,44,1981,eng,James L. Stokesbury,3.95,2:19,5:152,0688001297,3:116
33543,"Collected Stories, Vol. 2",1:4,453,4:79,total:212,25,3,Gauntlet Press,12,2005,eng,Richard Matheson,4.33,2:4,5:107,1887368795,3:18
33544,"Nightmare At 20,000 Feet",1:95,336,4:2681,total:7009,5,1,Tor Books,273,2002,eng,Richard Matheson,4.09,2:291,5:2703,0312878273,3:1239
33545,"Collected Stories, Vol. 3",1:1,349,4:60,total:146,1,11,Gauntlet Press,9,2005,,Richard Matheson,4.29,2:1,5:66,1887368817,3:18
33546,Earthbound,1:32,223,4:172,total:670,16,4,Tor Books,60,2005,eng,Logan Swanson,3.25,2:127,5:92,0765311712,3:247
33547,Hell House,1:1042,301,4:12127,total:35587,1,7,Severn House Publishers,1517,2004,eng,Richard Matheson,3.79,2:2891,5:10490,0727860992,3:9037
33550,Noir: Three Novels of Suspense,1:1,385,4:56,total:162,1,10,Forge Books,14,2005,eng,Richard Matheson,3.69,2:15,5:36,0765311402,3:54
33551,7 Steps to Midnight,1:17,320,4:130,total:473,18,7,Forge Books,44,2003,en-US,Richard Matheson,3.48,2:57,5:94,0765308371,3:175
33552,The Twilight Zone Scripts (Volume 2),1:0,408,4:32,total:70,1,1,Gauntlet Press,2,2002,,Richard Matheson,4.26,2:0,5:28,1887368523,3:10
33553,A Stir of Echoes,1:147,223,4:4344,total:11470,1,7,Tor Books,460,2004,,Richard Matheson,3.89,2:534,5:3319,0765308711,3:3126
33554,Duel,1:25,400,4:823,total:2058,4,1,Tor Books,73,2003,eng,Richard Matheson,4.04,2:67,5:718,0312878265,3:425
33555,What Dreams May Come,1:289,288,4:3688,total:11052,1,1,Tor Books,838,2004,eng,Richard Matheson,3.95,2:749,5:4069,0765308703,3:2257
33556,The Link,1:0,349,4:7,total:19,1,3,Gauntlet Press,4,2006,,Richard Matheson,4.21,2:0,5:8,1887368833,3:4
33557,"Richard Matheson's Hell House, Book 2",1:0,48,4:4,total:8,15,3,IDW Publishing,0,2005,eng,Ian Edginton,4.5,2:0,5:4,1932382720,3:0
33559,Bloodlines,1:1,520,4:11,total:42,1,1,Gauntlet Press,3,2007,eng,Richard Matheson,4.02,2:2,5:18,1887368884,3:10
33560,"Richard Matheson's Hell House, Book 3",1:0,48,4:4,total:7,17,5,IDW Publishing,0,2005,,Ian Edginton,4.43,2:0,5:3,1932382739,3:0
33561,The Bridegroom,1:21,240,4:834,total:2003,11,9,Vintage,170,2001,eng,Ha Jin,3.77,2:122,5:432,0375724931,3:594
33562,Facing Shadows,1:2,70,4:11,total:27,1,10,Hanging Loose Press,6,1996,,Ha Jin,3.7,2:0,5:6,1882413245,3:8
33563,Under the Red Flag,1:5,224,4:167,total:378,1,6,Steerforth,28,1998,eng,Ha Jin,3.88,2:26,5:100,1581950063,3:80
33565,Ocean of Words,1:5,205,4:186,total:426,28,7,Vintage,27,1998,eng,Ha Jin,3.81,2:19,5:95,0375702067,3:121
33567,In the Pond,1:15,160,4:633,total:1475,3,1,Vintage,125,2002,en-GB,Ha Jin,3.7199999999999998,2:84,5:268,0099428164,3:475
33568,Wreckage,1:0,112,4:19,total:47,1,1,Hanging Loose Press,5,2001,,Ha Jin,3.79,2:4,5:11,1882413989,3:13
33569,"That Was Then, This Is Now",1:374,159,4:10410,total:28422,1,4,Speak,1646,1998,en-US,S.E. Hinton,3.91,2:1487,5:8912,0140389660,3:7239
33570,Tex,1:117,224,4:3406,total:10197,1,5,Alfaguara,351,1995,,S.E. Hinton,3.84,2:626,5:2988,842043924X,3:3060
33574,Hawkes Harbor,1:301,289,4:576,total:2582,1,10,Tor Books,291,2005,en-US,S.E. Hinton,3.12,2:493,5:419,0765344726,3:793
33575,Some of Tim's Stories (The Oklahoma Stories & Storytellers Series),1:18,160,4:172,total:626,26,4,University of Oklahoma Press,40,2007,,S.E. Hinton,3.69,2:71,5:185,0806138351,3:180
33577,"The Collection: The Outsiders / Rumble Fish / That Was Then, This Is Now",1:6,448,4:121,total:526,1,6,HarperCollins Publishers,31,1995,eng,S.E. Hinton,4.45,2:11,5:333,0006751156,3:55
33578,"Desire for Origins: New Languages, Old English, and Teaching and Tradition",1:0,280,4:4,total:10,1,11,Rutgers University Press,2,1990,,Allen J. Frantzen,4.4,2:0,5:5,0813515912,3:1
33579,Anglo-Saxonism and the Construction of Social Identity,1:0,288,4:1,total:1,12,10,University Press of Florida,0,1997,,Allen J. Frantzen,4.0,2:0,5:0,0813015324,3:0
33580,A Game Plan for Systems Development: Strategy and Steps for Designing Your Own System,1:0,304,4:1,total:1,1,1,Yourdon Press,0,1988,,Trond Frantzen,4.0,2:0,5:0,0133461564,3:0
33581,"The Work of Work Servitude, Slavery and Labor in Medieval England",1:0,240,4:0,total:1,14,8,Cruithne Press,0,1994,eng,Allen J. Frantzen,3.0,2:0,5:0,1873448031,3:1
33584,Troilus and Criseyde: The Poem and the Frame,1:0,158,4:1,total:1,30,9,Twayne Publishers,0,1993,,Allen J. Frantzen,4.0,2:0,5:0,0805785817,3:0
33587,Growth and Crisis in Post-War Capitalism,1:0,235,4:0,total:0,1,1,Dartmouth Publishing Group,0,1990,,D.J. Frantzen,0.0,2:0,5:0,1855211122,3:0
33588,Speaking Two Languages: Traditional Disciplines and Contemporary Theory in Medieval Studies,1:0,297,4:0,total:0,12,2,State University of New York Press,0,1991,,Allen J. Frantzen,0.0,2:0,5:0,0791405060,3:0
